Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role
2023-2024,Denis Genreau,"MF,FW",Toulouse,fr Ligue 1,au AUS,24,9,5,464,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,-0.08,0.13,5.19,0.58,0.19,33.3,0.0,0.0,22.7,0.0,0.12,-0.08,39.4,37.9,1.54,0.19,0.38,2.88,0.0,28.5,72.2,429.2,137.5,16.7,21.3,78.4,09.04,11.5,78.3,1.73,2.5,69.2,1.15,03.08,0.58,0.19,2.69,0.0,1.35,0.0,0.0,0.0,0.0,2.5,2.31,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.73,1.15,1.15,0.0,2.88,53.3,1.54,0.19,1.35,1.15,1.54,0.0,52.5,12.9,26.0,14.6,1.73,2.31,33.3,58.3,35.4,196.0,1.15,63.3,0.96,0.38,2.12,0.77,29.4,5.19,1.73,1.92,0.0,0.0,0.0,0.0,7.88,1.15,1.15,50.0,Central Midfielder
2023-2024,Valentin Gendrey,DF,Lecce,it Serie A,fr FRA,23,37,35,"3,044",33.8,0.06,0.09,0.15,0.06,0.15,0.0,0.0,0.15,0.0,0.0,0.05,0.05,0.05,0.05,0.04,0.09,2.54,0.53,0.15,27.8,0.11,0.4,12.6,0.0,0.09,0.01,40.8,30.5,10.3,0.92,0.12,0.95,0.09,30.5,74.7,522.9,244.1,15.1,17.5,86.3,12.6,16.0,78.6,2.46,5.68,43.2,0.71,3.14,0.53,0.21,3.43,0.06,1.8,0.0,0.0,0.0,0.0,1.86,1.39,0.21,0.15,0.06,0.06,0.0,0.09,0.06,0.0,0.03,0.0,0.0,0.0,1.63,0.98,01.04,0.47,0.12,1.36,65.2,1.18,0.33,0.86,01.04,2.93,0.0,51.1,17.3,23.9,10.4,1.33,01.01,47.1,32.4,23.9,142.5,2.25,85.6,0.95,0.18,1.12,0.59,25.1,2.54,0.8,1.18,0.09,0.0,0.03,0.0,03.08,1.57,1.15,57.6,Wing-Back
2023-2024,Luca Gemello,GK,Torino,it Serie A,it ITA,23,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,59.0,49.5,8.5,2.5,0.0,0.0,1.0,47.5,80.5,1175.5,764.5,9.0,9.0,100.0,27.0,27.0,100.0,11.5,22.0,52.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,61.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,43.5,254.5,0.0,202.5,0.0,0.0,0.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Goalkeeper
2023-2024,Francesco Gelli,"MF,DF",Frosinone,it Serie A,it ITA,26,27,16,"1,561",17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.04,0.04,0.14,0.14,-0.14,0.18,05.03,0.58,0.17,30.0,0.0,0.0,18.3,0.0,0.07,-0.04,42.9,35.4,7.46,1.85,0.12,01.04,0.12,34.9,81.3,491.6,133.9,21.8,23.8,91.7,10.2,12.5,81.1,1.62,3.82,42.4,1.45,2.31,01.04,0.17,3.53,0.0,03.06,2.49,01.04,0.29,0.06,2.77,1.56,0.81,0.06,0.06,0.23,0.06,0.17,0.0,0.12,0.0,0.0,0.06,0.0,1.1,0.75,0.46,0.23,0.4,1.39,41.7,1.1,0.17,0.92,0.64,1.56,0.06,52.8,10.5,24.6,18.4,1.39,2.43,31.0,47.6,29.4,167.7,2.43,80.9,1.45,0.58,1.97,0.81,33.9,05.03,0.87,2.31,0.06,0.0,0.0,0.0,4.74,0.87,0.92,48.4,Inverted Winger
2023-2024,Gelabert,"MF,FW",Toulouse,fr Ligue 1,es ESP,22,16,10,754,8.4,0.12,0.24,0.36,0.12,0.36,0.0,0.0,0.12,0.0,0.0,0.1,0.1,0.15,0.12,0.08,0.25,6.79,1.67,0.48,28.6,0.07,0.25,20.1,0.0,0.05,0.02,42.4,40.4,1.9,0.6,0.71,1.9,0.12,32.7,77.2,533.2,140.7,17.0,21.5,79.0,12.0,14.3,84.2,2.5,3.81,65.6,1.79,2.5,0.71,0.12,3.93,0.36,01.07,0.6,0.0,0.36,0.0,2.5,1.79,0.36,0.12,0.12,0.12,0.0,0.36,0.24,0.12,0.0,0.0,0.0,0.0,1.67,0.95,0.6,0.71,0.36,2.38,35.0,0.95,0.24,0.71,0.6,0.95,0.0,54.3,9.17,27.5,18.6,3.81,3.45,44.8,51.7,42.0,223.3,1.67,82.3,02.02,1.31,2.74,1.43,40.0,6.79,1.19,1.67,0.0,0.0,0.0,0.0,5.36,01.07,1.19,47.4,
2023-2024,Dennis Geiger,MF,Hoffenheim,de Bundesliga,de GER,25,3,0,64,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.29,0.14,-0.29,0.29,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,17.1,17.1,0.0,0.0,0.0,0.0,0.0,11.4,66.7,231.4,91.4,4.29,7.14,60.0,7.14,8.57,83.3,0.0,1.43,0.0,1.43,4.29,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.43,0.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,24.3,11.4,8.57,4.29,1.43,0.0,0.0,0.0,12.9,70.0,1.43,27.1,0.0,0.0,1.43,0.0,14.3,2.86,2.86,0.0,0.0,0.0,0.0,0.0,1.43,1.43,1.43,50.0,Deep Lying Playmaker
2023-2024,Yann Gboho,"MF,FW",Toulouse,fr Ligue 1,fr FRA,22,16,13,"1,193",13.3,0.23,0.15,0.38,0.23,0.38,0.0,0.0,0.08,0.0,0.0,0.09,0.09,0.13,0.13,0.02,0.22,7.29,1.73,0.6,34.8,0.13,0.38,17.0,0.0,0.05,0.14,21.4,20.8,0.15,0.08,0.38,1.95,0.45,15.9,74.0,224.1,61.4,9.32,11.4,81.6,5.19,6.47,80.2,0.45,0.75,60.0,1.35,1.8,1.35,0.08,3.61,0.0,1.13,0.0,0.0,0.0,0.0,2.93,02.03,0.0,0.53,0.08,0.3,0.0,0.53,0.38,0.0,0.0,0.0,0.15,0.0,01.05,0.3,0.45,0.45,0.15,1.73,34.8,1.58,0.08,1.5,0.3,0.15,0.0,35.6,3.61,13.8,19.6,5.11,4.74,47.6,46.0,27.7,223.0,4.89,122.3,3.16,02.03,2.93,2.11,26.4,7.29,0.68,2.86,0.15,0.15,0.0,0.0,4.21,0.38,0.53,41.7,Inverted Winger
2023-2024,Paulo Gazzaniga,GK,Girona,es La Liga,ar ARG,31,38,38,"3,42",38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.02,0.0,-0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,36.6,28.0,8.45,1.97,0.03,0.03,0.13,28.8,78.6,724.3,525.6,7.39,7.42,99.6,14.4,14.6,99.1,6.84,14.3,47.8,0.08,0.45,0.05,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.29,0.21,0.08,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.11,50.0,0.0,0.0,0.0,0.0,0.32,0.03,38.8,38.5,0.26,0.0,0.0,0.16,100.0,0.0,23.6,105.0,0.0,63.3,0.0,0.0,0.05,0.03,20.9,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.21,0.21,0.0,100.0,Sweeper Keeper
2023-2024,Gavi,"MF,FW",Barcelona,es La Liga,es ESP,18,12,10,944,10.5,0.1,0.1,0.19,0.1,0.19,0.0,0.0,0.48,0.0,0.0,0.09,0.09,0.1,0.13,-0.01,0.19,3.62,0.86,0.38,44.4,0.11,0.25,15.2,0.0,0.11,0.01,51.5,49.0,2.48,1.71,0.29,0.76,0.1,46.6,90.4,678.0,133.3,28.3,30.0,94.3,13.9,15.7,88.5,2.67,3.33,80.0,01.05,3.52,0.76,0.19,3.71,0.57,0.76,0.0,0.0,0.0,0.0,2.57,2.29,0.0,0.19,0.0,0.0,0.1,0.29,0.29,0.0,0.0,0.0,0.0,0.0,3.71,2.0,1.9,1.33,0.48,3.43,50.0,1.81,0.29,1.52,0.76,1.52,0.1,64.6,10.03,37.5,17.2,1.71,2.1,54.5,36.4,40.4,212.5,2.48,111.4,2.29,0.29,1.81,01.05,45.6,3.62,2.95,2.19,0.38,0.0,0.0,0.0,4.19,1.24,2.48,33.3,Advanced Playmaker
2023-2024,Federico Gattoni,"DF,FW",Sevilla,es La Liga,ar ARG,24,2,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,90.0,70.0,20.0,10.0,0.0,0.0,0.0,70.0,77.8,1370.0,210.0,20.0,30.0,66.7,20.0,30.0,66.7,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,110.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,150.0,0.0,120.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,10.0,66.7,Ball Playing Defender
2023-2024,Federico Gatti,DF,Juventus,it Serie A,it ITA,25,32,30,"2,637",29.3,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.24,0.0,0.0,0.19,0.19,0.05,0.04,-0.05,0.24,1.47,1.19,0.24,20.0,0.11,0.57,14.3,0.0,0.16,-0.05,46.8,44.2,2.42,0.78,0.03,0.72,0.14,39.8,85.1,744.2,244.6,14.7,16.2,90.9,20.9,22.8,91.6,3.82,06.04,63.3,0.34,3.52,0.24,0.17,4.16,0.44,0.65,0.0,0.0,0.0,0.0,0.99,0.78,0.0,0.07,0.07,0.03,0.03,0.07,0.03,0.0,0.0,0.03,0.0,0.0,1.13,0.65,0.55,0.55,0.03,0.82,79.2,0.89,0.51,0.38,0.65,03.07,0.03,56.0,17.2,32.4,6.86,1.6,0.75,40.9,45.5,32.9,178.3,1.77,110.3,01.06,0.03,0.82,0.41,38.1,1.47,1.33,0.51,0.0,0.03,0.0,0.07,3.96,1.71,01.06,61.7,Central Defender
2023-2024,Johan Gastien,MF,Clermont Foot,fr Ligue 1,fr FRA,35,28,28,"2,26",25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.01,0.01,0.1,0.11,-0.1,0.11,0.84,0.48,0.2,41.7,0.0,0.0,26.8,0.0,0.03,-0.01,68.0,63.7,4.1,2.35,0.4,0.84,0.16,56.1,82.5,1068.4,342.3,21.4,24.2,88.5,25.7,29.2,87.9,7.61,12.0,63.2,1.27,6.22,1.16,0.08,6.69,0.48,1.55,1.31,0.48,0.52,0.0,2.51,1.87,0.44,0.0,0.04,0.08,0.08,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.71,0.88,0.72,0.84,0.16,3.23,28.4,1.24,0.36,0.88,1.43,0.96,0.16,76.4,18.9,47.8,10.2,0.36,1.0,32.0,56.0,58.1,276.5,0.84,113.2,01.08,0.0,1.16,0.36,53.9,0.84,1.24,1.16,0.04,0.0,0.0,0.0,6.57,0.68,0.64,51.5,Deep Lying Playmaker
2023-2024,Yarek Gasiorowski,DF,Valencia,es La Liga,es ESP,18,14,7,735,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.22,0.12,0.0,0.0,0.0,0.0,15.9,0.0,0.01,0.00,35.6,28.7,6.95,0.85,0.0,0.73,0.0,25.4,71.2,454.6,181.0,11.6,13.8,84.1,11.3,14.1,80.2,2.32,6.59,35.2,0.0,1.34,0.0,0.0,1.83,0.0,0.73,0.0,0.0,0.0,0.0,0.61,0.24,0.24,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,1.46,1.71,0.61,0.37,2.32,68.4,1.83,0.98,0.85,1.83,6.1,0.12,50.6,24.9,19.1,6.71,0.73,0.37,33.3,66.7,17.7,68.5,0.49,38.4,0.85,0.0,0.98,0.12,21.8,1.22,1.34,0.24,0.0,0.0,0.0,0.12,1.83,1.83,0.49,78.9,Full-Back
2023-2024,Luca Garritano,"MF,DF",Frosinone,it Serie A,it ITA,29,12,5,485,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.13,0.13,0.06,0.07,-0.06,0.19,4.26,2.22,0.56,25.0,0.0,0.0,18.9,0.19,0.06,-0.13,40.7,37.6,3.15,0.74,0.0,1.85,0.0,27.2,66.8,410.9,148.9,15.2,17.8,85.4,7.96,12.2,65.2,2.22,5.93,37.5,0.74,3.52,0.56,0.19,4.26,0.37,2.96,1.48,0.56,0.56,0.0,2.78,1.85,0.56,0.0,0.0,0.37,0.0,0.56,0.37,0.19,0.0,0.0,0.0,0.0,1.85,0.93,1.3,0.37,0.19,2.78,33.3,2.41,0.0,2.41,0.74,1.48,0.19,52.4,13.9,22.0,16.9,2.22,0.93,0.0,100.0,26.1,136.3,1.11,57.4,0.37,0.19,1.48,0.37,32.0,4.26,1.11,1.3,0.0,0.0,0.0,0.0,6.3,0.56,1.3,30.0,Inverted Winger
2023-2024,James Garner,MF,Everton,eng Premier League,eng ENG,22,37,34,"3,004",33.4,0.03,0.06,0.09,0.03,0.09,0.0,0.0,0.21,0.0,0.0,0.08,0.08,0.14,0.11,-0.08,0.22,2.28,1.23,0.3,24.4,0.02,0.1,22.1,0.15,0.07,-0.05,37.2,32.4,4.64,01.08,0.12,0.84,0.21,28.7,77.0,481.0,132.7,13.9,16.0,86.6,11.2,13.1,85.6,2.69,5.54,48.6,1.32,2.93,0.72,0.18,2.99,0.18,3.35,1.77,1.65,0.09,0.0,2.93,1.74,0.66,0.09,0.18,0.12,0.15,0.24,0.09,0.03,0.0,0.03,0.03,0.06,2.49,1.32,0.96,1.14,0.39,2.46,42.7,1.35,0.42,0.93,1.35,1.41,0.03,48.2,9.19,23.2,16.4,1.23,1.23,46.3,39.0,22.0,115.4,01.08,49.6,1.11,0.15,0.99,0.3,25.7,2.28,1.17,1.32,0.09,0.0,0.0,0.0,5.15,0.69,0.72,48.9,Carrilero
2023-2024,Alejandro Garnacho,FW,Manchester Utd,eng Premier League,ar ARG,19,36,30,"2,565",28.5,0.25,0.14,0.39,0.25,0.39,0.0,0.0,0.14,0.0,0.0,0.29,0.29,0.18,0.1,-0.04,0.47,9.86,3.51,0.95,27.0,0.07,0.26,15.8,0.0,0.08,-0.05,31.6,31.1,0.46,0.11,0.07,1.75,0.11,23.7,74.9,325.2,47.9,14.8,17.8,83.4,6.63,8.18,81.1,1.19,2.21,54.0,1.61,0.91,0.77,0.14,2.18,0.14,02.04,0.14,0.07,0.0,0.0,4.18,2.81,0.0,0.46,0.46,0.42,0.04,0.53,0.35,0.0,0.04,0.04,0.07,0.04,0.77,0.53,0.25,0.21,0.32,1.58,26.7,0.91,0.07,0.84,0.63,0.63,0.0,46.0,6.32,14.1,26.0,8.7,4.6,36.6,48.1,32.9,281.2,6.25,147.8,2.91,3.58,2.42,1.72,35.3,9.86,0.7,1.89,0.53,0.07,0.0,0.0,3.72,0.21,0.88,19.4,Inverted Winger
2023-2024,Unai García,DF,Osasuna,es La Liga,es ESP,31,9,6,560,6.2,0.16,0.0,0.16,0.16,0.16,0.0,0.0,0.97,0.16,0.16,0.02,0.02,0.0,0.0,0.0,0.02,0.16,0.32,0.16,50.0,0.5,1.0,14.4,0.0,0.06,0.15,32.6,29.7,2.74,2.42,0.0,0.0,0.16,25.5,78.2,565.0,197.7,7.42,8.23,90.2,14.2,16.0,88.9,3.87,7.9,49.0,0.16,0.97,0.0,0.0,1.94,0.97,0.81,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.45,1.45,0.32,0.16,1.61,50.0,1.13,0.16,0.97,1.29,2.9,0.0,41.8,19.5,20.0,2.58,1.13,0.16,0.0,100.0,16.8,61.1,0.32,29.5,0.32,0.0,0.48,0.48,21.9,0.16,1.45,0.16,0.0,0.0,0.0,0.0,3.39,0.65,1.13,36.4,Poacher
2023-2024,Ulisses Garcia,DF,Marseille,fr Ligue 1,ch SUI,27,13,10,906,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.09,0.11,-0.09,0.14,6.53,01.09,0.5,45.5,0.0,0.0,24.0,0.1,0.05,-0.05,56.4,45.6,10.8,01.09,0.0,1.29,0.0,44.5,78.8,711.2,195.5,22.2,24.7,90.0,18.4,23.1,79.8,2.67,5.35,50.0,0.79,2.97,0.69,0.5,5.15,0.1,4.85,0.69,0.0,0.69,0.0,1.78,1.19,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02.08,1.58,0.59,1.29,0.2,1.98,65.0,0.79,0.3,0.5,0.69,1.29,0.2,65.1,13.9,30.6,21.3,0.79,1.78,55.6,33.3,41.9,230.7,02.08,114.6,1.78,0.2,0.89,1.39,39.0,6.53,1.49,01.09,0.0,0.0,0.0,0.0,4.46,1.68,0.99,63.0,Full-Back
2023-2024,Santiago García,FW,Getafe,es La Liga,es ESP,21,1,0,25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,23.3,20.0,3.33,3.33,0.0,0.0,0.0,20.0,85.7,230.0,133.3,10.0,10.0,100.0,6.67,10.0,66.7,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,3.33,3.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3,3.33,13.3,40.0,0.0,10.0,0.0,100.0,36.7,183.3,3.33,96.7,3.33,0.0,3.33,0.0,20.0,3.33,3.33,3.33,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,Wide Centre-Back
2023-2024,Rubén García,"FW,MF",Osasuna,es La Liga,es ESP,30,30,19,"1,547",17.2,0.17,0.12,0.29,0.17,0.29,0.0,0.0,0.06,0.0,0.0,0.13,0.13,0.19,0.2,-0.08,0.33,6.8,1.63,0.58,35.7,0.11,0.3,18.0,0.17,0.08,0.04,45.0,40.2,4.77,1.4,0.12,1.86,0.0,30.2,67.1,478.0,134.1,16.7,20.6,81.4,9.48,12.6,75.1,3.2,7.56,42.3,1.8,1.8,1.51,0.52,3.43,0.23,5.87,2.73,1.45,0.93,0.06,3.78,02.09,0.81,0.41,0.12,0.35,0.0,0.29,0.23,0.0,0.0,0.0,0.06,0.0,1.86,01.05,0.47,0.99,0.41,1.92,39.4,1.34,0.17,1.16,0.7,1.34,0.0,55.3,7.27,21.2,27.1,2.33,1.8,58.1,29.0,27.5,118.7,0.93,42.4,1.51,0.23,1.8,1.34,37.6,6.8,1.4,1.57,0.35,0.0,0.0,0.0,5.0,1.74,02.09,45.5,Poacher
2023-2024,Raúl García,"FW,MF",Athletic Club,es La Liga,es ESP,37,20,1,420,4.7,0.21,0.0,0.21,0.21,0.21,0.0,0.0,0.64,0.0,0.0,0.19,0.19,0.0,0.13,0.0,0.19,3.19,2.13,0.21,10.0,0.1,1.0,14.3,0.0,0.09,0.02,29.4,28.9,0.0,0.0,0.21,0.64,0.43,16.8,57.2,234.5,66.6,9.57,14.0,68.2,04.04,08.09,50.0,1.28,2.34,54.5,0.0,2.55,0.64,0.0,04.04,0.43,1.49,0.0,0.0,0.0,0.0,0.85,0.64,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.28,0.43,0.85,0.64,1.91,44.4,2.13,0.21,1.91,0.64,1.91,0.0,43.0,5.96,20.4,17.0,4.68,01.06,40.0,60.0,20.2,83.0,0.85,26.4,1.49,0.43,1.91,01.06,31.1,3.19,4.26,2.13,01.06,0.0,0.21,0.0,04.04,5.74,04.04,58.7,Central Defender
2023-2024,Jastin García,FW,Girona,es La Liga,es ESP,19,3,0,32,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,27.5,27.5,0.0,0.0,0.0,2.5,0.0,17.5,63.6,210.0,117.5,12.5,17.5,71.4,5.0,7.5,66.7,0.0,0.0,0.0,0.0,2.5,2.5,0.0,5.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,45.0,2.5,15.0,27.5,5.0,5.0,50.0,50.0,32.5,190.0,5.0,120.0,0.0,2.5,7.5,0.0,37.5,20.0,0.0,5.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,
2023-2024,Gonzalo García,"FW,MF",Real Madrid,es La Liga,es ESP,19,2,0,19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,5.0,100.0,0.0,0.0,19.1,0.0,0.03,0.00,35.0,35.0,0.0,0.0,0.0,0.0,0.0,20.0,57.1,175.0,35.0,20.0,30.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,55.0,10.0,20.0,25.0,5.0,5.0,0.0,100.0,40.0,280.0,5.0,100.0,5.0,5.0,0.0,0.0,35.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Full-Back
2023-2024,Fran Garcia,DF,Real Madrid,es La Liga,es ESP,23,25,15,"1,398",15.5,0.06,0.32,0.39,0.06,0.39,0.0,0.0,0.13,0.0,0.0,0.03,0.03,0.15,0.12,0.17,0.19,8.97,0.58,0.06,11.1,0.11,1.0,20.9,0.0,0.06,0.03,64.3,55.9,8.32,0.45,0.13,1.29,0.13,54.3,84.4,783.4,213.7,33.4,35.7,93.5,18.1,21.1,85.6,1.81,4.39,41.2,01.03,2.45,0.9,0.39,3.87,0.19,3.87,0.0,0.0,0.0,0.0,2.19,02.06,0.0,0.13,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,1.61,1.1,0.71,0.77,0.13,2.0,41.9,01.03,0.19,0.84,1.23,1.81,0.06,74.1,19.9,29.9,24.8,1.48,1.16,44.4,50.0,44.3,236.5,3.42,126.2,1.94,0.26,1.42,0.52,48.2,8.97,0.65,0.97,0.65,0.0,0.0,0.0,6.71,0.45,0.97,31.8,
2023-2024,Eric García,DF,Girona,es La Liga,es ESP,22,30,30,"2,637",29.3,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.14,0.0,0.0,0.1,0.1,0.02,0.04,-0.02,0.12,0.61,0.55,0.2,37.5,0.31,0.83,9.4,0.0,0.18,0.08,78.7,72.5,5.97,2.42,0.24,0.68,0.27,70.4,89.5,1270.7,503.0,27.6,29.6,93.5,36.1,38.3,94.3,5.77,8.6,67.1,0.34,7.61,0.58,0.07,7.54,0.61,0.34,0.0,0.0,0.0,0.0,1.43,1.33,0.0,0.0,0.07,0.03,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.88,1.26,1.16,0.61,0.1,1.67,69.4,1.23,0.61,0.61,01.02,2.7,0.07,87.6,33.2,47.0,7.75,0.78,0.31,44.4,44.4,54.7,255.7,1.54,159.4,1.16,0.03,0.58,0.31,64.8,0.61,0.82,0.89,0.1,0.03,0.0,0.0,4.37,1.67,1.26,57.0,Central Midfielder
