Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance, Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role
2022-2023,Matty Cash,DF,Aston Villa,eng Premier League,pl POL,24,26,20,"1,82",20.2,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.01,0.01,0.03,0.04,0.01,0.04,2.82,0.35,0.05,14.3,0.0,0.0,26.9,0.0,0.03,-0.01,49.8,40.0,9.6,0.89,0.1,1.19,0.15,38.5,77.2,676.8,227.5,17.1,19.0,89.8,17.9,21.8,81.9,3.02,6.88,43.9,0.4,2.82,0.74,0.45,3.71,0.3,2.28,0.0,0.0,0.0,0.0,1.39,1.24,0.0,0.05,0.0,0.05,0.05,0.15,0.1,0.0,0.0,0.0,0.0,0.05,2.72,1.58,1.78,0.74,0.2,1.83,70.3,0.99,0.25,0.74,1.29,2.13,0.0,60.1,20.9,27.0,12.8,0.54,1.63,48.5,27.3,30.2,155.6,2.08,83.0,1.63,0.2,1.19,0.35,32.3,2.82,1.04,0.74,0.1,0.0,0.05,0.0,5.35,0.59,0.64,48.0,Full-Back
2023-2024,Morlaye Sylla,"MF,FW",Arouca,pr Primeira Liga,gn GUI,25,32,32,"2,583",28.7,0.1,0.17,0.28,0.1,0.28,0.0,0.03,0.28,0.0,0.0,0.15,0.13,0.1,0.11,0.07,0.23,4.25,1.6,0.59,37.0,0.07,0.18,24.1,0.03,0.08,-0.02,44.7,42.3,2.09,0.77,0.17,1.32,0.28,35.7,79.9,575.9,160.2,18.2,20.2,89.8,13.5,16.4,82.2,2.79,4.84,57.6,1.5,3.97,0.91,0.07,5.05,0.42,0.94,0.35,0.17,0.07,0.0,3.62,2.86,0.07,0.38,0.21,0.03,0.07,0.38,0.31,0.0,0.03,0.03,0.0,0.0,2.4,1.43,0.84,1.08,0.49,2.54,52.1,1.46,0.1,1.36,0.94,0.59,0.0,55.1,8.08,30.7,17.1,1.43,1.92,56.4,36.4,29.5,172.6,2.26,84.8,2.06,0.42,1.64,0.84,38.7,4.25,1.74,1.5,0.07,0.0,0.0,0.0,5.99,0.52,0.84,38.5,Attacking Midfielder
2022-2023,Moustapha Seck,"DF,FW",Portimonense,pr Primeira Liga,sn SEN,26,29,27,"2,243",24.9,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.36,0.04,0.04,0.02,0.02,0.1,0.1,-0.06,0.12,4.94,0.52,0.16,30.8,0.0,0.0,22.0,0.08,0.04,-0.02,38.7,29.1,9.24,0.96,0.12,1.65,0.36,24.5,63.3,419.6,178.0,11.5,14.3,80.6,9.88,14.5,68.1,2.45,6.55,37.4,0.8,1.81,0.96,0.84,2.49,0.0,5.18,0.68,0.48,0.12,0.0,1.97,1.29,0.4,0.08,0.04,0.08,0.08,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.09,1.41,0.96,0.76,0.36,2.05,60.8,1.04,0.32,0.72,1.24,1.61,0.08,49.9,11.9,22.2,16.5,0.56,1.97,28.06,44.9,22.6,140.7,2.17,74.7,1.77,0.16,1.69,0.56,25.9,4.94,1.61,1.33,0.08,0.0,0.0,0.0,5.6,1.65,1.0,62.1,Wing-Back
2023-2024,Hobie Verhulst,GK,AZ Alkmaar,pr Primeira Liga,nl NED,30,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,46.0,33.0,13.0,4.0,0.0,0.0,0.0,32.0,69.6,1170.0,993.0,5.0,5.0,100.0,11.0,11.0,100.0,16.0,30.0,53.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,102.0,0.0,51.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,Sweeper Keeper
2022-2023,Joey Veerman,MF,PSV Eindhoven,nl Eredivisie,nl NED,23,33,30,"2,481",27.6,0.14,0.36,0.51,0.14,0.51,0.0,0.0,0.04,0.0,0.0,0.13,0.13,0.36,0.37,0.0,0.5,2.32,2.1,0.8,37.9,0.07,0.18,22.6,0.11,0.06,0.01,72.0,65.0,6.63,2.28,0.33,0.69,0.36,57.6,80.0,1160.4,403.3,21.5,24.1,89.3,24.5,28.4,86.2,10.5,16.8,62.3,3.62,9.82,2.46,0.36,11.2,1.1,5.43,3.88,1.56,1.63,0.0,6.2,3.88,1.67,0.22,0.29,0.0,0.14,0.65,0.47,0.11,0.0,0.04,0.0,0.04,1.88,1.05,0.76,0.87,0.25,2.54,42.9,1.67,0.33,1.34,1.01,1.3,0.04,82.7,13.5,46.2,23.7,1.49,1.59,70.5,25.0,47.5,229.8,1.78,98.9,1.92,0.4,0.8,0.69,56.7,2.32,0.72,0.47,0.07,0.0,0.04,0.0,8.15,0.83,0.54,60.5,Deep Lying Playmaker
2022-2023,Edgaras Utkus,"DF,MF",Cercle Brugge,bl Pro League,lt LTU,22,2,1,94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,33.0,33.0,0.0,0.0,0.0,0.0,0.0,21.0,63.6,369.0,110.0,7.0,9.0,77.8,12.0,15.0,80.0,2.0,8.0,25.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,40.0,19.0,14.0,7.0,3.0,0.0,0.0,0.0,20.0,196.0,1.0,62.0,1.0,1.0,1.0,0.0,18.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,60.0,Libero
2023-2024,Kevin Nisbet,FW,Millwall,en EFL Championship,sct SCO,26,27,17,"1,392",15.5,0.32,0.0,0.32,0.32,0.32,0.0,0.0,0.06,0.0,0.0,0.33,0.33,0.06,0.04,-0.06,0.39,4.13,2.45,0.84,34.2,0.13,0.38,13.9,0.26,0.15,-0.01,18.7,18.2,0.45,0.0,0.0,0.52,0.06,11.8,63.1,179.2,36.0,6.26,9.16,68.3,3.81,5.74,66.3,0.97,1.55,62.5,0.77,0.97,0.32,0.0,1.55,0.06,0.19,0.0,0.0,0.0,0.0,1.61,1.1,0.0,0.13,0.32,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.45,0.45,0.06,0.32,0.06,0.45,28.6,0.52,0.06,0.45,0.19,0.45,0.0,27.9,1.55,14.3,12.3,3.16,1.87,41.4,55.2,14.4,63.0,0.97,24.6,0.65,0.26,2.13,0.84,19.9,4.13,0.97,0.39,0.84,0.0,0.0,0.0,2.39,2.52,3.1,44.8,Poacher
2022-2023,Simon Moore,GK,Coventry City,en EFL Championship,eng ENG,32,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,30.3,19.3,10.7,3.0,0.0,0.0,0.33,25.0,82.4,633.3,483.7,6.0,6.0,100.0,11.0,11.0,100.0,7.67,12.7,60.5,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,32.3,32.0,0.67,0.0,0.0,0.0,0.0,0.0,16.7,68.3,0.0,46.3,0.0,0.0,0.33,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,Goalkeeper
2023-2024,Koen Casteels,GK,Wolfsburg,de Bundesliga,be BEL,31,25,25,"2,25",25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.01,0.0,-0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,38.0,29.0,8.84,2.4,0.0,0.0,0.08,27.5,72.5,839.6,601.1,4.16,4.2,99.0,12.0,12.2,98.4,11.3,21.4,52.9,0.04,1.16,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.08,0.0,0.0,0.12,66.7,0.0,0.0,0.0,0.0,0.64,0.2,40.2,39.8,0.36,0.0,0.0,0.0,0.0,0.0,24.2,125.2,0.0,76.4,0.0,0.0,0.04,0.0,21.1,0.0,0.04,0.12,0.0,0.0,0.04,0.0,1.32,0.32,0.0,100.0,Sweeper Keeper
2022-2023,Casemiro,MF,Real Madrid,es La Liga,br BRA,30,1,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,80.0,80.0,0.0,0.0,0.0,0.0,0.0,70.0,87.5,1340.0,500.0,60.0,60.0,100.0,0.0,0.0,0.0,10.0,20.0,50.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,110.0,30.0,80.0,0.0,0.0,0.0,0.0,0.0,70.0,200.0,0.0,60.0,0.0,0.0,10.0,0.0,70.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Ball Winning Midfielder
2023-2024,Habib sylla,DF,Chaves,pr Primeira Liga,ci CIV,24,7,4,401,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.07,0.04,-0.07,0.07,3.56,0.22,0.0,0.0,0.0,0.0,28.6,0.0,0.01,0.00,40.0,29.6,10.4,0.67,0.0,1.78,0.0,26.4,66.1,503.3,212.9,12.9,15.3,84.1,8.67,12.7,68.4,4.67,9.11,51.2,0.89,2.0,1.11,1.11,1.11,0.22,5.33,0.0,0.0,0.0,0.0,1.78,1.33,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.44,0.67,0.44,0.22,0.67,66.7,2.0,0.44,1.56,0.22,3.56,0.0,50.0,16.9,19.3,14.0,0.67,2.0,100.0,0.0,21.6,146.4,1.33,75.1,0.67,0.22,1.78,0.89,23.1,3.56,1.11,0.67,0.0,0.0,0.22,0.0,4.44,0.89,0.89,50.0,
2022-2023,Alexander Schmidt,FW,Vizela,pr Primeira Liga,at AUT,24,10,3,321,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.36,0.36,0.19,0.06,-0.19,0.53,6.11,3.89,1.67,42.9,0.0,0.0,14.1,0.0,0.09,-0.36,21.1,19.4,1.11,0.0,0.28,0.83,0.56,11.9,56.6,176.1,50.8,7.78,11.7,66.7,3.33,5.56,60.0,0.83,1.67,50.0,1.39,1.39,0.83,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.94,0.0,0.0,0.56,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.56,0.0,0.56,100.0,1.11,0.0,1.11,0.56,1.39,0.0,34.7,2.5,14.7,17.8,5.28,1.11,50.0,50.0,13.9,52.8,0.28,20.6,1.39,0.28,2.22,2.22,23.9,6.11,1.11,0.83,0.56,0.0,0.0,0.0,2.5,3.61,6.39,36.1,Target Forward
2023-2024,Calvin Verdonk,DF,NEC Nijmegen,pr Primeira Liga,id IDN,26,33,32,"2,854",31.7,0.06,0.06,0.13,0.06,0.13,0.0,0.0,0.16,0.0,0.0,0.04,0.04,0.07,0.11,-0.01,0.12,3.19,0.85,0.35,40.7,0.07,0.18,25.4,0.16,0.05,0.02,70.5,60.5,9.81,1.7,0.09,1.64,0.16,54.2,76.9,967.9,368.8,23.6,27.1,86.9,24.0,29.4,81.7,5.62,10.6,52.8,0.98,4.26,1.23,0.5,5.27,0.79,2.68,0.0,0.0,0.0,0.0,2.11,1.77,0.06,0.06,0.09,0.03,0.09,0.19,0.09,0.0,0.0,0.06,0.0,0.03,3.44,2.24,2.21,0.91,0.32,2.71,64.0,1.64,0.54,1.1,1.23,3.88,0.09,83.0,31.5,37.5,14.6,0.69,1.04,57.6,42.4,40.7,221.4,2.11,121.0,1.58,0.09,0.91,0.35,47.0,3.19,1.23,0.57,0.03,0.0,0.03,0.0,6.72,0.98,1.01,49.2,Full-Back
2022-2023,Henk Veerman,FW,Volendam,nl Eredivisie,nl NED,29,29,11,"1,336",14.8,0.27,0.07,0.34,0.27,0.34,0.0,0.0,0.07,0.0,0.0,0.39,0.39,0.09,0.07,-0.02,0.48,4.93,2.3,0.81,35.3,0.12,0.33,12.5,0.0,0.17,-0.12,19.4,16.8,2.57,0.0,0.0,0.54,0.0,11.6,59.9,168.0,28.5,5.88,9.39,62.6,3.99,6.42,62.1,0.81,1.15,70.6,1.01,0.95,0.34,0.07,1.01,0.0,0.68,0.07,0.0,0.0,0.0,1.55,1.15,0.0,0.2,0.2,0.0,0.0,0.34,0.2,0.0,0.07,0.07,0.0,0.0,0.14,0.14,0.0,0.0,0.14,0.74,9.1,0.88,0.41,0.47,0.0,1.35,0.0,28.8,2.77,13.0,13.0,5.2,0.88,61.5,38.5,13.4,49.4,0.54,18.2,0.2,0.47,1.96,1.22,19.2,4.93,0.68,0.07,1.35,0.0,0.0,0.0,1.42,2.5,3.78,39.8,Target Forward
2022-2023,Osaze Urhoghide,DF,Oostende,bl Pro League,nl NED,22,27,24,"2,118",23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.04,0.09,0.04,0.04,0.0,0.01,-0.0,0.04,0.21,0.34,0.04,12.5,0.0,0.0,12.6,0.0,0.11,-0.04,38.5,35.8,2.51,1.15,0.04,0.51,0.21,28.2,73.1,534.7,205.5,10.2,12.6,81.0,14.0,17.8,78.8,3.28,6.6,49.7,0.09,2.6,0.17,0.04,3.87,0.64,0.26,0.0,0.0,0.0,0.0,0.64,0.34,0.04,0.0,0.04,0.04,0.17,0.09,0.04,0.0,0.0,0.04,0.0,0.0,2.51,1.74,1.53,0.77,0.21,1.49,60.0,1.96,0.77,1.19,2.81,3.79,0.04,53.5,23.4,26.9,4.0,0.64,1.28,56.7,33.3,28.9,182.3,0.72,81.9,0.55,0.09,1.15,0.98,22.1,0.21,1.74,0.98,0.0,0.0,0.04,0.0,7.23,2.55,1.19,68.2,Central Defender
2023-2024,Lee Nicholls,GK,Huddersfield,en EFL Championship,eng ENG,30,37,37,"3,305",36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,33.6,20.8,12.6,4.8,0.0,0.05,0.19,19.9,59.2,640.2,502.2,3.0,3.0,100.0,8.23,8.42,97.7,8.69,22.0,39.6,0.0,0.76,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.03,35.5,35.0,0.49,0.0,0.0,0.0,0.0,0.0,17.6,122.9,0.0,72.7,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.6,0.14,0.03,83.3,Goalkeeper
2022-2023,Liam Moore,DF,Reading,en EFL Championship,jm JAM,29,3,1,61,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,61.4,55.7,5.71,1.43,0.0,0.0,0.0,42.9,69.8,837.1,328.6,17.1,21.4,80.0,18.6,22.9,81.3,7.14,15.7,45.5,0.0,2.86,0.0,0.0,4.29,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,64.3,21.4,34.3,8.57,1.43,0.0,0.0,0.0,27.1,130.0,1.43,78.6,0.0,1.43,0.0,0.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,4.29,4.29,50.0,Central Defender
2023-2024,Timothy Castagne,DF,Fulham,eng Premier League,be BEL,27,34,29,"2,634",29.3,0.03,0.1,0.14,0.03,0.14,0.0,0.0,0.1,0.0,0.0,0.05,0.05,0.06,0.06,0.04,0.12,3.86,0.48,0.14,28.6,0.07,0.25,11.3,0.0,0.12,-0.02,56.7,46.9,9.76,0.92,0.07,1.88,0.1,46.1,81.2,724.8,251.2,24.1,27.1,88.8,17.5,20.3,86.4,3.11,5.53,56.2,0.61,2.53,0.58,0.27,2.63,0.07,1.71,0.0,0.0,0.0,0.0,1.71,1.33,0.07,0.14,0.14,0.0,0.03,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.67,0.82,0.78,0.55,0.34,1.5,59.1,1.3,0.34,0.96,1.3,2.35,0.03,66.1,23.8,28.4,14.3,1.98,1.02,56.7,33.3,30.0,129.0,1.64,63.3,0.85,0.2,0.85,0.34,38.3,3.86,0.75,0.34,0.1,0.0,0.0,0.0,4.06,1.19,1.09,52.2,Wing-Back
2022-2023,Casemiro,MF,Manchester Utd,eng Premier League,br BRA,30,28,24,"2,124",23.6,0.17,0.13,0.3,0.17,0.3,0.0,0.0,0.3,0.0,0.08,0.14,0.14,0.13,0.17,-0.0,0.28,1.44,1.44,0.47,32.4,0.12,0.36,21.6,0.0,0.1,0.03,61.0,59.7,1.02,0.93,0.51,1.23,0.3,47.2,77.4,839.0,311.5,21.8,26.0,83.9,18.9,23.1,81.8,5.34,8.64,61.8,1.19,5.76,0.97,0.17,6.44,0.55,0.81,0.0,0.0,0.0,0.0,2.88,2.58,0.0,0.0,0.21,0.08,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,3.73,1.95,1.82,1.48,0.42,3.9,51.1,2.08,0.47,1.61,1.44,2.71,0.0,74.4,22.5,40.2,12.4,1.02,0.85,45.0,40.0,36.0,119.8,0.59,59.5,0.72,0.04,0.76,0.59,46.7,1.44,2.3,1.2,0.04,0.0,0.04,0.0,8.69,2.37,1.27,65.1,Ball Winning Midfielder
2023-2024,Harouna Sy,FW,Estoril,pr Primeira Liga,fr FRA,27,1,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,100.0,100.0,0.0,0.0,0.0,20.0,0.0,80.0,80.0,1340.0,490.0,40.0,40.0,100.0,30.0,30.0,100.0,10.0,10.0,100.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,110.0,30.0,50.0,30.0,0.0,0.0,0.0,0.0,100.0,360.0,0.0,240.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Wing-Back
2022-2023,Andreas Schjelderup,FW,Benfica,pr Primeira Liga,no NOR,18,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,8.0,3.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,1.0,0.0,100.0,4.0,22.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Inverted Winger
2023-2024,Tijs Velthuis,DF,Sparta R'dam,pr Primeira Liga,nl NED,21,25,19,"1,762",19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.05,0.01,0.03,-0.01,0.06,0.1,0.26,0.0,0.0,0.0,0.0,7.8,0.0,0.19,-0.05,58.8,55.4,3.32,0.66,0.05,0.66,0.1,51.6,87.8,1017.6,309.6,16.7,17.7,94.2,29.5,31.3,94.3,5.26,8.37,62.8,0.15,3.21,0.2,0.1,3.32,0.66,0.1,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.33,0.92,0.87,0.41,0.05,1.02,80.0,0.82,0.36,0.46,0.31,5.26,0.0,68.1,35.5,31.6,1.17,0.61,0.05,0.0,100.0,41.5,245.5,0.51,155.7,0.1,0.0,0.26,0.1,46.3,0.1,0.66,0.2,0.0,0.0,0.0,0.0,3.93,2.4,2.14,52.8,Central Defender
2022-2023,Keziah Veendorp,"MF,DF",Emmen,nl Eredivisie,nl NED,25,33,33,"2,858",31.8,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.01,0.01,0.05,0.12,0.04,0.07,1.57,0.28,0.06,22.2,0.0,0.0,29.5,0.03,0.04,-0.01,58.1,53.2,4.78,1.7,0.16,0.75,0.16,47.0,80.8,814.8,285.9,23.3,25.9,90.0,17.4,20.5,84.9,5.25,9.03,58.2,0.6,5.72,0.75,0.06,5.06,0.44,0.44,0.0,0.0,0.0,0.0,1.57,1.51,0.03,0.0,0.0,0.0,0.03,0.28,0.28,0.0,0.0,0.0,0.0,0.0,1.64,0.94,0.91,0.63,0.09,1.92,57.4,0.97,0.31,0.66,0.94,2.26,0.03,66.9,19.9,38.7,8.96,0.25,0.82,65.4,34.6,34.8,160.3,0.85,72.4,0.66,0.03,0.82,0.22,41.3,1.57,0.66,0.16,0.0,0.0,0.0,0.0,6.89,1.13,0.94,54.5,Central Defender
2022-2023,Ayase Ueda,"FW,MF",Cercle Brugge,bl Pro League,jp JPN,23,34,31,"2,722",30.2,0.6,0.03,0.63,0.53,0.56,0.07,0.1,0.03,0.0,0.0,0.45,0.37,0.08,0.07,-0.04,0.44,6.59,2.85,1.13,39.5,0.19,0.47,15.1,0.03,0.13,0.16,19.3,18.9,0.4,0.0,0.03,0.73,0.03,11.3,58.6,158.8,46.0,5.89,9.47,62.2,3.97,6.72,59.1,0.43,0.99,43.3,0.6,1.16,0.43,0.03,1.49,0.0,0.73,0.0,0.0,0.0,0.0,1.49,0.99,0.0,0.07,0.26,0.17,0.0,0.1,0.07,0.0,0.03,0.0,0.0,0.0,0.53,0.33,0.13,0.23,0.17,0.7,14.3,0.53,0.07,0.46,0.13,0.23,0.0,29.5,2.02,11.0,16.9,4.8,0.93,32.1,57.1,20.0,119.7,1.16,34.8,1.19,0.79,2.98,1.42,22.7,6.59,1.19,1.16,0.86,0.0,0.0,0.0,2.62,3.31,3.77,46.7,Complete Forward
2023-2024,Jeremy Ngakia,DF,Watford,en EFL Championship,eng ENG,22,14,11,916,10.2,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.02,0.02,0.07,0.09,0.03,0.09,5.0,0.88,0.1,11.1,0.0,0.0,22.1,0.0,0.03,-0.02,60.0,51.2,8.63,0.29,0.2,1.27,0.2,48.6,81.0,857.5,279.9,20.8,23.1,89.8,22.4,25.5,87.7,4.51,8.33,54.1,1.27,3.92,1.67,0.59,5.2,0.49,3.53,0.0,0.0,0.0,0.0,2.75,2.16,0.0,0.29,0.2,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.25,1.67,1.27,0.78,0.2,1.27,38.5,1.57,0.0,1.57,1.27,1.27,0.1,71.4,18.5,34.5,19.0,1.27,3.14,62.5,37.5,38.9,210.6,2.94,101.2,1.86,0.59,1.76,0.98,44.6,5.0,1.86,0.39,0.1,0.0,0.0,0.0,5.78,1.37,1.18,53.8,Wing-Back
